Transcript	Intron	CJB66D-A_end	CJB66D-B_end	CJB66D-W_end	CJB66G-A_end	CJB66G-B_end	CJB66G-W_end	CJB67D-A_end	CJB67D-B_end	CJB67D-W_end	CJB67G-A_end	CJB67G-B_end	CJB67G-W_end	CJB66D-A_total	CJB66D-B_total	CJB66D-W_total	CJB66G-A_total	CJB66G-B_total	CJB66G-W_total	CJB67D-A_total	CJB67D-B_total	CJB67D-W_total	CJB67G-A_total	CJB67G-B_total	CJB67G-W_total	Length	CJB67D-A_end_norm	CJB67G-A_end_norm
CNAG_00549T0	2	1	0	0	0	0	0	2	0	0	2	0	0	46.0	84.0	92.0	13.0	135.0	113.0	60.0	43.0	74.0	107.0	101.0	78.0	1531	0.262776852563	0.00657389954689
CNAG_00549T0	3	1	0	0	0	1	0	1	0	0	10	0	0	46.0	84.0	92.0	13.0	135.0	113.0	60.0	43.0	74.0	107.0	101.0	78.0	1531	0.0656942131406	0.164347488672
CNAG_00549T1	1	9	1	0	3	2	0	3	0	0	24	1	0	46.0	84.0	92.0	13.0	135.0	113.0	60.0	43.0	74.0	107.0	101.0	78.0	1531	0.591247918266	0.946641534752
CNAG_00549T1	2	1	0	0	0	0	0	2	0	0	2	0	0	46.0	84.0	92.0	13.0	135.0	113.0	60.0	43.0	74.0	107.0	101.0	78.0	1531	0.262776852563	0.00657389954689
CNAG_00665T0	1	5	2	1	7	4	1	9	0	0	2	0	1	93.0	225.0	1058.0	88.0	669.0	1064.0	399.0	386.0	1289.0	147.0	190.0	930.0	3530	0.592779648624	0.00349454660124
CNAG_00665T0	2	0	0	0	1	0	0	7	1	0	2	0	0	93.0	225.0	1058.0	88.0	669.0	1064.0	399.0	386.0	1289.0	147.0	190.0	930.0	3530	0.358595096081	0.00349454660124
CNAG_00665T0	3	1	0	0	2	2	1	9	2	0	6	0	0	93.0	225.0	1058.0	88.0	669.0	1064.0	399.0	386.0	1289.0	147.0	190.0	930.0	3530	0.592779648624	0.0314509194112
CNAG_00665T0	4	0	0	0	0	0	1	1	0	0	3	1	0	93.0	225.0	1058.0	88.0	669.0	1064.0	399.0	386.0	1289.0	147.0	190.0	930.0	3530	0.00731826726696	0.00786272985279
CNAG_00665T0	5	4	0	0	0	1	0	4	2	0	4	0	1	93.0	225.0	1058.0	88.0	669.0	1064.0	399.0	386.0	1289.0	147.0	190.0	930.0	3530	0.117092276271	0.013978186405
CNAG_00665T0	6	0	0	1	4	0	0	1	0	0	2	0	0	93.0	225.0	1058.0	88.0	669.0	1064.0	399.0	386.0	1289.0	147.0	190.0	930.0	3530	0.00731826726696	0.00349454660124
CNAG_00814T0	1	1	0	0	0	2	1	2	0	0	3	1	0	250.0	659.0	811.0	611.0	7155.0	1440.0	1640.0	1998.0	785.0	533.0	1110.0	821.0	7006	0.00565535768778	0.0013458726775
CNAG_00814T0	2	2	0	0	0	0	0	1	0	0	1	0	0	250.0	659.0	811.0	611.0	7155.0	1440.0	1640.0	1998.0	785.0	533.0	1110.0	821.0	7006	0.00141383942195	0.000149541408612
CNAG_00814T0	3	0	0	1	0	2	0	0	3	0	0	0	0	250.0	659.0	811.0	611.0	7155.0	1440.0	1640.0	1998.0	785.0	533.0	1110.0	821.0	7006	0.0	0.0
CNAG_00814T0	4	2	0	0	0	1	0	1	0	0	3	0	0	250.0	659.0	811.0	611.0	7155.0	1440.0	1640.0	1998.0	785.0	533.0	1110.0	821.0	7006	0.00141383942195	0.0013458726775
CNAG_00814T0	5	1	0	0	0	1	0	2	0	0	4	0	0	250.0	659.0	811.0	611.0	7155.0	1440.0	1640.0	1998.0	785.0	533.0	1110.0	821.0	7006	0.00565535768778	0.00239266253779
CNAG_00814T0	6	1	0	0	3	4	1	9	1	0	2	0	0	250.0	659.0	811.0	611.0	7155.0	1440.0	1640.0	1998.0	785.0	533.0	1110.0	821.0	7006	0.114520993178	0.000598165634446
CNAG_00903T0	1	0	0	0	0	0	0	0	0	0	1	3	0	264.0	407.0	518.0	114.0	679.0	525.0	240.0	229.0	348.0	452.0	375.0	321.0	2813	0.0	0.00044264256949
CNAG_00903T0	2	0	0	0	0	0	0	1	0	0	7	1	0	264.0	407.0	518.0	114.0	679.0	525.0	240.0	229.0	348.0	452.0	375.0	321.0	2813	0.0123355946072	0.021689485905
CNAG_00903T0	3	0	0	0	0	0	0	0	0	0	0	0	0	264.0	407.0	518.0	114.0	679.0	525.0	240.0	229.0	348.0	452.0	375.0	321.0	2813	0.0	0.0
CNAG_00903T1	1	0	0	0	0	0	0	0	0	0	1	3	0	264.0	407.0	518.0	114.0	679.0	525.0	240.0	229.0	348.0	452.0	375.0	321.0	2813	0.0	0.00044264256949
CNAG_00903T1	2	0	0	0	0	0	0	1	0	0	7	1	0	264.0	407.0	518.0	114.0	679.0	525.0	240.0	229.0	348.0	452.0	375.0	321.0	2813	0.0123355946072	0.021689485905
CNAG_00903T1	3	0	0	0	0	0	0	0	0	0	0	0	0	264.0	407.0	518.0	114.0	679.0	525.0	240.0	229.0	348.0	452.0	375.0	321.0	2813	0.0	0.0
CNAG_00903T2	1	0	0	0	0	0	0	0	0	0	1	3	0	264.0	407.0	518.0	114.0	679.0	525.0	240.0	229.0	348.0	452.0	375.0	321.0	2813	0.0	0.00044264256949
CNAG_01351T0	1	0	1	1	0	0	1	1	1	0	7	0	3	140.0	364.0	449.0	75.0	521.0	697.0	296.0	289.0	515.0	294.0	253.0	443.0	1537	0.00977457150535	0.0321484474877
CNAG_01351T0	2	3	2	1	4	2	1	11	1	0	34	0	0	140.0	364.0	449.0	75.0	521.0	697.0	296.0	289.0	515.0	294.0	253.0	443.0	1537	1.18272315215	0.758440924403
CNAG_01351T0	3	0	1	1	1	1	1	5	0	1	4	0	0	140.0	364.0	449.0	75.0	521.0	697.0	296.0	289.0	515.0	294.0	253.0	443.0	1537	0.244364287634	0.0104974522409
CNAG_01351T0	4	0	0	0	0	0	0	0	0	0	0	0	0	140.0	364.0	449.0	75.0	521.0	697.0	296.0	289.0	515.0	294.0	253.0	443.0	1537	0.0	0.0
CNAG_01351T0	5	33	2	0	5	1	1	32	3	0	55	0	0	140.0	364.0	449.0	75.0	521.0	697.0	296.0	289.0	515.0	294.0	253.0	443.0	1537	10.0091612215	1.98467456429
CNAG_01351T0	6	7	1	1	4	1	0	11	1	0	5	1	1	140.0	364.0	449.0	75.0	521.0	697.0	296.0	289.0	515.0	294.0	253.0	443.0	1537	1.18272315215	0.0164022691264
CNAG_01351T0	7	6	1	0	1	0	0	3	2	3	3	1	3	140.0	364.0	449.0	75.0	521.0	697.0	296.0	289.0	515.0	294.0	253.0	443.0	1537	0.0879711435482	0.00590481688549
CNAG_01351T0	8	2	1	0	0	0	2	4	0	0	20	1	1	140.0	364.0	449.0	75.0	521.0	697.0	296.0	289.0	515.0	294.0	253.0	443.0	1537	0.156393144086	0.262436306022
CNAG_01351T0	9	0	0	1	1	0	0	2	2	0	11	2	0	140.0	364.0	449.0	75.0	521.0	697.0	296.0	289.0	515.0	294.0	253.0	443.0	1537	0.0390982860214	0.0793869825716
CNAG_01367T0	1	1	0	0	0	1	0	0	0	0	0	1	0	224.0	630.0	856.0	649.0	7104.0	1443.0	1852.0	2271.0	827.0	539.0	1154.0	828.0	6937	0.0	0.0
CNAG_01367T0	2	0	0	0	0	1	0	0	0	0	0	0	0	224.0	630.0	856.0	649.0	7104.0	1443.0	1852.0	2271.0	827.0	539.0	1154.0	828.0	6937	0.0	0.0
CNAG_01367T0	3	1	0	0	0	0	0	3	0	0	0	0	0	224.0	630.0	856.0	649.0	7104.0	1443.0	1852.0	2271.0	827.0	539.0	1154.0	828.0	6937	0.0111949187518	0.0
CNAG_01367T0	4	0	0	0	0	5	0	0	0	1	2	1	0	224.0	630.0	856.0	649.0	7104.0	1443.0	1852.0	2271.0	827.0	539.0	1154.0	828.0	6937	0.0	0.000575358625854
CNAG_01367T0	5	0	0	0	0	0	0	3	0	0	0	0	1	224.0	630.0	856.0	649.0	7104.0	1443.0	1852.0	2271.0	827.0	539.0	1154.0	828.0	6937	0.0111949187518	0.0
CNAG_01367T0	6	1	0	0	0	0	0	3	0	0	3	0	0	224.0	630.0	856.0	649.0	7104.0	1443.0	1852.0	2271.0	827.0	539.0	1154.0	828.0	6937	0.0111949187518	0.00129455690817
CNAG_01367T0	7	2	0	0	4	3	0	9	0	2	3	0	0	224.0	630.0	856.0	649.0	7104.0	1443.0	1852.0	2271.0	827.0	539.0	1154.0	828.0	6937	0.100754268767	0.00129455690817
CNAG_01370T0	1	0	0	0	0	0	0	0	0	0	0	0	0	7.0	30.0	87.0	12.0	124.0	80.0	38.0	53.0	106.0	17.0	37.0	53.0	2055	0.0	0.0
CNAG_01370T0	2	0	0	0	0	0	0	0	0	0	0	0	0	7.0	30.0	87.0	12.0	124.0	80.0	38.0	53.0	106.0	17.0	37.0	53.0	2055	0.0	0.0
CNAG_01370T0	3	0	0	0	0	0	0	0	0	1	0	0	0	7.0	30.0	87.0	12.0	124.0	80.0	38.0	53.0	106.0	17.0	37.0	53.0	2055	0.0	0.0
CNAG_01370T0	4	0	0	0	0	0	0	0	1	0	0	0	0	7.0	30.0	87.0	12.0	124.0	80.0	38.0	53.0	106.0	17.0	37.0	53.0	2055	0.0	0.0
CNAG_01370T0	5	0	0	0	0	0	0	6	1	0	1	0	0	7.0	30.0	87.0	12.0	124.0	80.0	38.0	53.0	106.0	17.0	37.0	53.0	2055	1.91876682909	0.00448624225835
CNAG_01692T0	1	1	0	0	0	0	0	5	0	0	6	2	1	179.0	378.0	353.0	96.0	490.0	376.0	455.0	455.0	415.0	329.0	258.0	408.0	1960	0.155211602475	0.0231615297989
CNAG_01692T0	2	29	1	0	6	2	0	22	3	0	86	3	0	179.0	378.0	353.0	96.0	490.0	376.0	455.0	455.0	415.0	329.0	258.0	408.0	1960	3.00489662392	4.75840762202
CNAG_01692T0	3	4	1	0	4	0	1	13	2	0	6	0	0	179.0	378.0	353.0	96.0	490.0	376.0	455.0	455.0	415.0	329.0	258.0	408.0	1960	1.04923043273	0.0231615297989
CNAG_01692T0	4	7	1	0	5	5	0	23	1	0	9	0	0	179.0	378.0	353.0	96.0	490.0	376.0	455.0	455.0	415.0	329.0	258.0	408.0	1960	3.28427750837	0.0521134420476
CNAG_01692T0	5	6	3	0	1	1	0	14	2	0	7	0	0	179.0	378.0	353.0	96.0	490.0	376.0	455.0	455.0	415.0	329.0	258.0	408.0	1960	1.2168589634	0.0315254155596
CNAG_01692T0	6	2	0	0	0	1	0	1	0	0	6	1	0	179.0	378.0	353.0	96.0	490.0	376.0	455.0	455.0	415.0	329.0	258.0	408.0	1960	0.006208464099	0.0231615297989
CNAG_01692T0	7	11	0	0	0	1	0	14	0	0	6	0	0	179.0	378.0	353.0	96.0	490.0	376.0	455.0	455.0	415.0	329.0	258.0	408.0	1960	1.2168589634	0.0231615297989
CNAG_01692T0	8	7	2	0	3	0	0	19	0	0	3	0	1	179.0	378.0	353.0	96.0	490.0	376.0	455.0	455.0	415.0	329.0	258.0	408.0	1960	2.24125553974	0.00579038244973
CNAG_01692T0	9	4	0	1	4	2	0	9	0	0	18	0	0	179.0	378.0	353.0	96.0	490.0	376.0	455.0	455.0	415.0	329.0	258.0	408.0	1960	0.502885592019	0.20845376819
CNAG_01692T0	10	1	0	0	1	0	0	6	1	0	5	0	1	179.0	378.0	353.0	96.0	490.0	376.0	455.0	455.0	415.0	329.0	258.0	408.0	1960	0.223504707564	0.0160843956937
CNAG_01781T0	1	30	0	1	2	1	0	11	2	1	14	0	0	215.0	374.0	413.0	79.0	623.0	422.0	368.0	362.0	339.0	189.0	181.0	197.0	2185	0.944218207101	0.17974712076
CNAG_01781T0	2	1	0	1	1	0	0	3	2	0	4	0	0	215.0	374.0	413.0	79.0	623.0	422.0	368.0	362.0	339.0	189.0	181.0	197.0	2185	0.0702311063133	0.0146732343477
CNAG_01781T0	3	0	1	3	1	3	0	1	1	1	6	1	0	215.0	374.0	413.0	79.0	623.0	422.0	368.0	362.0	339.0	189.0	181.0	197.0	2185	0.00780345625704	0.0330147772824
CNAG_01781T1	1	30	0	1	2	1	0	11	2	1	14	0	0	215.0	374.0	413.0	79.0	623.0	422.0	368.0	362.0	339.0	189.0	181.0	197.0	2185	0.944218207101	0.17974712076
CNAG_01781T1	2	1	0	1	1	0	0	3	2	0	4	0	0	215.0	374.0	413.0	79.0	623.0	422.0	368.0	362.0	339.0	189.0	181.0	197.0	2185	0.0702311063133	0.0146732343477
CNAG_01781T1	3	0	1	3	1	3	0	1	1	1	6	1	0	215.0	374.0	413.0	79.0	623.0	422.0	368.0	362.0	339.0	189.0	181.0	197.0	2185	0.00780345625704	0.0330147772824
CNAG_01781T1	4	0	0	1	0	0	0	0	0	0	0	0	0	215.0	374.0	413.0	79.0	623.0	422.0	368.0	362.0	339.0	189.0	181.0	197.0	2185	0.0	0.0
CNAG_01781T2	1	30	0	1	2	1	0	11	2	1	14	0	0	215.0	374.0	413.0	79.0	623.0	422.0	368.0	362.0	339.0	189.0	181.0	197.0	2185	0.944218207101	0.17974712076
CNAG_01781T2	2	1	0	1	1	0	0	3	2	0	4	0	0	215.0	374.0	413.0	79.0	623.0	422.0	368.0	362.0	339.0	189.0	181.0	197.0	2185	0.0702311063133	0.0146732343477
CNAG_01781T2	3	0	1	3	1	3	0	1	1	1	6	1	0	215.0	374.0	413.0	79.0	623.0	422.0	368.0	362.0	339.0	189.0	181.0	197.0	2185	0.00780345625704	0.0330147772824
CNAG_01781T2	4	0	0	3	0	3	1	0	1	0	2	1	0	215.0	374.0	413.0	79.0	623.0	422.0	368.0	362.0	339.0	189.0	181.0	197.0	2185	0.0	0.00366830858694
CNAG_01781T3	1	30	0	1	2	1	0	11	2	1	14	0	0	215.0	374.0	413.0	79.0	623.0	422.0	368.0	362.0	339.0	189.0	181.0	197.0	2185	0.944218207101	0.17974712076
CNAG_01781T3	2	1	0	1	1	0	0	3	2	0	4	0	0	215.0	374.0	413.0	79.0	623.0	422.0	368.0	362.0	339.0	189.0	181.0	197.0	2185	0.0702311063133	0.0146732343477
CNAG_01781T3	3	0	1	3	1	3	0	1	1	1	6	1	0	215.0	374.0	413.0	79.0	623.0	422.0	368.0	362.0	339.0	189.0	181.0	197.0	2185	0.00780345625704	0.0330147772824
CNAG_01781T3	4	3	1	0	1	0	0	3	0	0	10	0	0	215.0	374.0	413.0	79.0	623.0	422.0	368.0	362.0	339.0	189.0	181.0	197.0	2185	0.0702311063133	0.0917077146734
CNAG_01787T0	1	1	0	0	2	0	0	2	0	0	3	0	0	181.0	205.0	199.0	276.0	673.0	207.0	314.0	172.0	201.0	208.0	100.0	102.0	2028	0.0656942131406	0.0149391867203
CNAG_01787T0	2	0	2	0	0	2	0	2	1	0	1	1	0	181.0	205.0	199.0	276.0	673.0	207.0	314.0	172.0	201.0	208.0	100.0	102.0	2028	0.0656942131406	0.00165990963559
CNAG_01787T0	3	0	0	0	0	0	0	0	0	0	0	0	0	181.0	205.0	199.0	276.0	673.0	207.0	314.0	172.0	201.0	208.0	100.0	102.0	2028	0.0	0.0
CNAG_01787T0	4	0	0	0	0	0	0	0	0	0	0	0	0	181.0	205.0	199.0	276.0	673.0	207.0	314.0	172.0	201.0	208.0	100.0	102.0	2028	0.0	0.0
CNAG_01940T0	1	5	0	0	1	0	0	2	0	0	3	0	0	129.0	135.0	3373.0	99.0	270.0	1972.0	147.0	133.0	1396.0	116.0	101.0	665.0	2753	0.0849579297759	0.0147912739805
CNAG_01940T0	2	9	0	0	0	0	1	4	1	0	3	1	0	129.0	135.0	3373.0	99.0	270.0	1972.0	147.0	133.0	1396.0	116.0	101.0	665.0	2753	0.339831719103	0.0147912739805
CNAG_01940T0	3	0	0	0	0	0	0	0	0	0	5	0	0	129.0	135.0	3373.0	99.0	270.0	1972.0	147.0	133.0	1396.0	116.0	101.0	665.0	2753	0.0	0.041086872168
CNAG_01940T0	4	2	0	0	0	0	0	4	0	0	3	0	0	129.0	135.0	3373.0	99.0	270.0	1972.0	147.0	133.0	1396.0	116.0	101.0	665.0	2753	0.339831719103	0.0147912739805
CNAG_01940T0	5	0	0	0	0	0	0	0	0	0	0	0	0	129.0	135.0	3373.0	99.0	270.0	1972.0	147.0	133.0	1396.0	116.0	101.0	665.0	2753	0.0	0.0
CNAG_01940T0	6	2	1	0	0	0	0	1	0	0	6	0	1	129.0	135.0	3373.0	99.0	270.0	1972.0	147.0	133.0	1396.0	116.0	101.0	665.0	2753	0.021239482444	0.059165095922
CNAG_01940T0	7	0	0	0	1	0	1	0	0	0	2	0	0	129.0	135.0	3373.0	99.0	270.0	1972.0	147.0	133.0	1396.0	116.0	101.0	665.0	2753	0.0	0.00657389954689
CNAG_01940T0	8	1	0	0	0	0	0	0	0	0	2	0	0	129.0	135.0	3373.0	99.0	270.0	1972.0	147.0	133.0	1396.0	116.0	101.0	665.0	2753	0.0	0.00657389954689
CNAG_01940T1	1	0	1	0	0	0	0	0	0	0	0	0	0	129.0	135.0	3373.0	99.0	270.0	1972.0	147.0	133.0	1396.0	116.0	101.0	665.0	2753	0.0	0.0
CNAG_01940T1	2	9	0	0	0	0	1	4	1	0	3	1	0	129.0	135.0	3373.0	99.0	270.0	1972.0	147.0	133.0	1396.0	116.0	101.0	665.0	2753	0.339831719103	0.0147912739805
CNAG_01940T1	3	0	0	0	0	0	0	0	0	0	5	0	0	129.0	135.0	3373.0	99.0	270.0	1972.0	147.0	133.0	1396.0	116.0	101.0	665.0	2753	0.0	0.041086872168
CNAG_01940T1	4	2	0	0	0	0	0	4	0	0	3	0	0	129.0	135.0	3373.0	99.0	270.0	1972.0	147.0	133.0	1396.0	116.0	101.0	665.0	2753	0.339831719103	0.0147912739805
CNAG_01940T1	5	0	0	0	0	0	0	0	0	0	0	0	0	129.0	135.0	3373.0	99.0	270.0	1972.0	147.0	133.0	1396.0	116.0	101.0	665.0	2753	0.0	0.0
CNAG_01940T1	6	2	1	0	0	0	0	1	0	0	6	0	1	129.0	135.0	3373.0	99.0	270.0	1972.0	147.0	133.0	1396.0	116.0	101.0	665.0	2753	0.021239482444	0.059165095922
CNAG_01940T1	7	0	0	0	1	0	1	0	0	0	2	0	0	129.0	135.0	3373.0	99.0	270.0	1972.0	147.0	133.0	1396.0	116.0	101.0	665.0	2753	0.0	0.00657389954689
CNAG_01940T1	8	1	0	0	0	0	0	0	0	0	2	0	0	129.0	135.0	3373.0	99.0	270.0	1972.0	147.0	133.0	1396.0	116.0	101.0	665.0	2753	0.0	0.00657389954689
CNAG_01968T0	1	0	0	0	0	0	0	0	0	0	0	0	0	12.0	22.0	83.0	14.0	45.0	54.0	25.0	14.0	43.0	32.0	23.0	27.0	810	0.0	0.0
CNAG_01968T0	2	0	0	0	0	0	0	0	0	0	0	0	0	12.0	22.0	83.0	14.0	45.0	54.0	25.0	14.0	43.0	32.0	23.0	27.0	810	0.0	0.0
CNAG_01968T0	3	0	0	1	0	0	0	0	0	1	0	0	0	12.0	22.0	83.0	14.0	45.0	54.0	25.0	14.0	43.0	32.0	23.0	27.0	810	0.0	0.0
CNAG_01968T0	4	0	0	0	0	0	0	0	0	0	4	0	0	12.0	22.0	83.0	14.0	45.0	54.0	25.0	14.0	43.0	32.0	23.0	27.0	810	0.0	0.11547197465
CNAG_02058T0	1	0	0	0	0	0	0	0	0	0	0	0	0	68.0	195.0	94.0	43.0	337.0	137.0	180.0	208.0	111.0	107.0	138.0	83.0	2561	0.0	0.0
CNAG_02058T0	2	1	1	0	2	0	0	4	0	0	2	0	0	68.0	195.0	94.0	43.0	337.0	137.0	180.0	208.0	111.0	107.0	138.0	83.0	2561	0.217296243465	0.00481133227707
CNAG_02058T0	3	1	1	0	0	0	0	0	1	0	6	0	0	68.0	195.0	94.0	43.0	337.0	137.0	180.0	208.0	111.0	107.0	138.0	83.0	2561	0.0	0.0433019904936
CNAG_02058T0	4	1	0	0	2	1	0	2	0	0	0	0	0	68.0	195.0	94.0	43.0	337.0	137.0	180.0	208.0	111.0	107.0	138.0	83.0	2561	0.0543240608663	0.0
CNAG_02058T0	5	0	0	0	0	0	0	0	1	0	0	0	0	68.0	195.0	94.0	43.0	337.0	137.0	180.0	208.0	111.0	107.0	138.0	83.0	2561	0.0	0.0
CNAG_02124T0	1	1	1	0	0	0	0	2	1	0	16	0	0	90.0	158.0	162.0	83.0	481.0	289.0	220.0	200.0	191.0	194.0	161.0	291.0	3045	0.0564970233009	0.263935942056
CNAG_02124T0	2	1	0	0	0	2	0	3	0	0	9	0	2	90.0	158.0	162.0	83.0	481.0	289.0	220.0	200.0	191.0	194.0	161.0	291.0	3045	0.127118302427	0.0835109816663
CNAG_02124T0	3	6	0	0	3	0	0	5	1	0	9	0	0	90.0	158.0	162.0	83.0	481.0	289.0	220.0	200.0	191.0	194.0	161.0	291.0	3045	0.353106395631	0.0835109816663
CNAG_02124T0	4	3	1	0	1	1	0	4	1	0	8	1	0	90.0	158.0	162.0	83.0	481.0	289.0	220.0	200.0	191.0	194.0	161.0	291.0	3045	0.225988093204	0.0659839855141
CNAG_02124T0	5	7	1	1	2	0	1	13	0	0	4	1	2	90.0	158.0	162.0	83.0	481.0	289.0	220.0	200.0	191.0	194.0	161.0	291.0	3045	2.38699923446	0.0164959963785
CNAG_02124T0	6	3	0	0	2	0	0	9	2	0	2	0	1	90.0	158.0	162.0	83.0	481.0	289.0	220.0	200.0	191.0	194.0	161.0	291.0	3045	1.14406472184	0.00412399909463
CNAG_02176T0	1	1	0	0	0	0	0	13	0	0	3	0	0	50.0	176.0	1047.0	78.0	741.0	1483.0	222.0	288.0	946.0	66.0	125.0	964.0	3789	1.65763835727	0.0119513493762
CNAG_02176T0	2	2	0	1	0	0	0	5	0	0	1	0	0	50.0	176.0	1047.0	78.0	741.0	1483.0	222.0	288.0	946.0	66.0	125.0	964.0	3789	0.245212774744	0.00132792770847
CNAG_02176T0	3	0	0	0	2	0	0	2	0	0	3	1	1	50.0	176.0	1047.0	78.0	741.0	1483.0	222.0	288.0	946.0	66.0	125.0	964.0	3789	0.039234043959	0.0119513493762
CNAG_02392T0	1	0	0	0	0	0	0	1	0	0	1	0	0	88.0	89.0	199.0	51.0	212.0	291.0	154.0	108.0	157.0	115.0	91.0	302.0	4701	0.026156029306	0.00182407652262
CNAG_02392T0	2	0	0	0	0	0	0	0	0	0	0	0	0	88.0	89.0	199.0	51.0	212.0	291.0	154.0	108.0	157.0	115.0	91.0	302.0	4701	0.0	0.0
CNAG_02392T0	3	0	0	0	0	0	0	0	0	0	0	0	0	88.0	89.0	199.0	51.0	212.0	291.0	154.0	108.0	157.0	115.0	91.0	302.0	4701	0.0	0.0
CNAG_02392T0	4	0	0	0	0	0	0	0	0	0	0	0	0	88.0	89.0	199.0	51.0	212.0	291.0	154.0	108.0	157.0	115.0	91.0	302.0	4701	0.0	0.0
CNAG_02392T0	5	0	0	0	1	0	0	0	0	0	0	0	0	88.0	89.0	199.0	51.0	212.0	291.0	154.0	108.0	157.0	115.0	91.0	302.0	4701	0.0	0.0
CNAG_02392T0	6	2	0	0	3	0	0	3	0	1	9	0	0	88.0	89.0	199.0	51.0	212.0	291.0	154.0	108.0	157.0	115.0	91.0	302.0	4701	0.235404263754	0.147750198333
CNAG_02392T0	7	0	1	0	1	0	0	2	0	0	1	0	0	88.0	89.0	199.0	51.0	212.0	291.0	154.0	108.0	157.0	115.0	91.0	302.0	4701	0.104624117224	0.00182407652262
CNAG_02392T0	8	4	0	0	3	0	0	1	0	0	3	0	0	88.0	89.0	199.0	51.0	212.0	291.0	154.0	108.0	157.0	115.0	91.0	302.0	4701	0.026156029306	0.0164166887036
CNAG_02570T0	1	0	0	0	0	0	0	0	0	0	0	0	0	7.0	15.0	9.0	8.0	38.0	23.0	12.0	19.0	8.0	40.0	45.0	6.0	778	0.0	0.0
CNAG_02707T0	1	0	0	0	0	0	0	1	0	0	0	0	0	7.0	6.0	12.0	1.0	9.0	13.0	18.0	12.0	15.0	5.0	5.0	7.0	1933	0.235404263754	0.0
CNAG_02711T0	1	14	0	0	5	1	0	3	1	0	12	2	0	106.0	234.0	198.0	58.0	376.0	369.0	121.0	99.0	249.0	173.0	254.0	314.0	2790	0.256804651368	0.0941051131987
CNAG_02711T0	2	2	0	0	0	0	0	3	0	0	0	0	0	106.0	234.0	198.0	58.0	376.0	369.0	121.0	99.0	249.0	173.0	254.0	314.0	2790	0.256804651368	0.0
CNAG_02711T0	3	0	1	0	0	0	0	0	0	0	5	0	0	106.0	234.0	198.0	58.0	376.0	369.0	121.0	99.0	249.0	173.0	254.0	314.0	2790	0.0	0.0163376932637
