Transcript	Intron	5' Splice Site Score	3' Splice Site Score	Intron Length	
CNAG_06389T0	1	6.07114367114	10.834622168	51	
CNAG_06388T0	0	5.42363315697	12.7698819699	79	
CNAG_06388T0	1	5.44566544567	10.4814000814	84	
CNAG_02712T0	0	6.38241758242	13.520662054	53	
CNAG_02712T0	1	4.93197666531	10.9327906661	55	
CNAG_02712T0	2	6.8160629494	11.4802333469	65	
CNAG_02712T0	3	7.56125356125	11.196309863	53	
CNAG_02712T0	4	5.90269976937	11.3984533985	65	
CNAG_02713T0	0	5.46975986976	11.1032424366	38	
CNAG_02713T0	1	6.55634242301	10.9892280559	63	
CNAG_02713T0	2	7.08967575634	10.9539004206	61	
CNAG_02710T0	0	5.49179215846	10.9732193732	46	
CNAG_02710T0	1	5.61611721612	10.8294125627	48	
CNAG_02710T0	2	7.00800434134	12.3875729209	53	
CNAG_02710T0	3	6.1397368064	12.4045041378	48	
CNAG_02710T0	4	6.51325464659	12.487695021	56	
CNAG_02710T0	5	6.74177180844	11.5486094153	47	
CNAG_02710T0	6	5.49179215846	11.7740876408	64	
CNAG_02710T0	7	5.60347307014	12.7245692579	58	
CNAG_02711T0	0	6.01226427893	13.5407950075	61	
CNAG_02711T0	1	5.78005698006	13.6485687152	70	
CNAG_02711T0	2	7.22078415412	11.8228734229	59	
CNAG_02716T0	0	5.07236467236	12.4951295618	47	
CNAG_02716T0	1	5.82618369285	10.3712929046	47	
CNAG_02716T0	2	5.22414869082	10.2375797042	55	
CNAG_02716T0	3	6.01226427893	12.7247863248	51	
CNAG_02716T0	4	6.70378510379	12.9588386922	60	
CNAG_02716T0	5	5.89076109076	12.6889160222	56	
CNAG_02716T0	6	5.61611721612	10.9459232126	68	
CNAG_02717T0	0	6.71800298467	10.6954280288	64	
CNAG_02717T0	1	7.00800434134	12.3808981142	56	
CNAG_02717T0	2	6.42854429521	11.6950752951	58	
CNAG_02717T0	3	7.07616334283	10.5792429792	55	
CNAG_02717T0	4	8.03494776828	10.7326007326	56	
CNAG_02717T0	5	6.85828245828	13.5606023606	52	
CNAG_02717T0	6	8.93018586352	11.4101750102	63	
CNAG_02717T0	7	5.42363315697	11.7167277167	52	
CNAG_02717T0	8	5.95050875051	12.7100257767	52	
CNAG_02717T0	9	6.51032424366	8.37639397639	49	
CNAG_02717T0	10	5.61611721612	11.3982905983	59	
CNAG_02717T0	11	5.40675620676	13.0561931895	58	
CNAG_02717T0	12	5.84854158187	12.1676841677	66	
CNAG_02717T0	13	6.92687559354	13.0291140958	59	
CNAG_02714T0	0	5.3514041514	11.1668430335	232	
CNAG_02714T0	1	5.22414869082	13.1974494641	63	
CNAG_02714T0	2	5.97677384344	11.1967982635	55	
CNAG_02715T0	0	6.59248405915	13.6668023335	55	
CNAG_02715T0	1	6.83923483923	12.5708316375	51	
CNAG_02715T0	2	5.89076109076	13.3985619319	70	
CNAG_02715T0	3	6.71973951974	10.3819291819	66	
CNAG_02715T0	4	6.51325464659	10.5289919957	54	
CNAG_02718T0	0	5.89076109076	12.28663682	119	
CNAG_02718T0	1	5.67689594356	13.0552706553	126	
CNAG_02718T0	2	10.025668159	11.6421109754	72	
CNAG_02718T0	3	6.41161307828	11.1142043142	62	
CNAG_02718T0	4	5.46975986976	8.06832180166	54	
CNAG_02718T0	5	7.25361552028	11.4118030118	61	
CNAG_02718T0	6	6.06327499661	13.5964726631	64	
CNAG_02718T0	7	5.22414869082	12.6954280288	51	
CNAG_02718T0	8	4.88975715642	13.5800841134	64	
CNAG_02718T0	9	5.49179215846	10.6638447972	59	
CNAG_02718T0	10	5.05033238367	12.8685388685	49	
CNAG_02719T0	0	7.51404151404	12.4444444444	49	
CNAG_01413T0	0	5.98941798942	12.7242436576	63	
CNAG_01413T0	1	5.22414869082	10.9395197395	67	
CNAG_01413T0	2	5.98941798942	10.6538597205	75	
CNAG_00404T0	0	6.51325464659	12.4188848189	70	
CNAG_00404T0	1	5.93097273097	8.65179758513	83	
CNAG_00405T0	0	5.89076109076	11.9238637905	38	
CNAG_00405T0	1	5.84854158187	12.8916564917	51	
CNAG_00405T0	2	5.55636955637	11.2450956451	61	
CNAG_00405T0	3	6.25744132411	12.5270926604	51	
CNAG_00405T0	4	6.80542667209	13.7437525438	60	
CNAG_00405T0	5	6.15265228599	11.4122914123	125	
CNAG_00406T0	0	5.42363315697	12.6784968118	47	
CNAG_00406T0	1	6.13061999729	13.491683625	47	
CNAG_00407T0	0	5.60347307014	12.1196581197	61	
CNAG_00407T0	1	6.69564509565	11.4545109212	53	
CNAG_00407T0	2	5.3514041514	11.6	47	
CNAG_00407T0	3	4.59758513092	13.809035409	51	
CNAG_00407T0	4	6.31018857686	10.9658933659	60	
CNAG_00407T0	5	6.74177180844	10.8487857821	50	
CNAG_00407T0	6	4.59758513092	10.9113010446	53	
CNAG_00400T0	0	5.67689594356	10.8477547144	88	
CNAG_00400T0	1	8.16415683082	12.6055623389	56	
CNAG_00400T0	2	5.42363315697	11.4241758242	75	
CNAG_00400T0	3	6.55525708859	13.172378239	74	
CNAG_00400T0	4	4.93197666531	13.7944919278	66	
CNAG_00400T0	5	6.45057658391	9.0778998779	66	
CNAG_00400T0	6	6.50392077059	12.2633563967	52	
CNAG_00401T0	0	5.36453669787	13.391344458	53	
CNAG_00401T0	1	6.30031203365	12.3116537783	57	
CNAG_00401T0	2	5.46975986976	10.5196581197	54	
CNAG_00401T0	3	6.86050739384	13.7372405372	72	
CNAG_00401T0	4	5.55636955637	12.2918464252	54	
CNAG_00401T0	5	6.56621896622	12.1270383937	64	
CNAG_00401T0	6	5.69892823226	13.2881834215	54	
CNAG_00402T0	0	6.51325464659	11.4099579433	55	
CNAG_00402T0	1	6.63470356804	12.2636277303	53	
CNAG_00402T0	2	5.55636955637	11.57335504	56	
CNAG_00402T0	3	7.4638990639	11.5767738434	53	
CNAG_00402T0	4	5.89076109076	11.9186541853	51	
CNAG_00403T0	0	5.59658119658	10.2364401031	59	
CNAG_03449T0	0	6.97593270927	12.2867453534	61	
CNAG_03449T0	1	6.01226427893	11.3982905983	57	
CNAG_03449T0	2	6.65673585674	13.412345679	52	
CNAG_03449T0	3	6.51032424366	9.34402387736	55	
CNAG_06839T0	0	6.18293311627	11.3840727174	114	
CNAG_06839T0	1	6.71680911681	13.7497761498	71	
CNAG_06839T0	2	5.3514041514	10.8054809388	49	
CNAG_06838T0	0	6.83635870303	13.1028083028	55	
CNAG_00408T0	0	6.36554063221	13.3550942884	160	
CNAG_00408T0	1	5.88484601818	11.9388956722	49	
CNAG_00408T0	2	6.03554470221	10.8414055081	47	
CNAG_00408T0	3	5.40675620676	12.6634106634	50	
CNAG_00408T0	4	5.97677384344	11.6415140415	58	
CNAG_00408T0	5	6.32234432234	12.717351784	50	
CNAG_00408T0	6	5.89076109076	10.2918464252	47	
CNAG_00408T0	7	5.55636955637	13.208954009	51	
CNAG_00409T0	0	5.34250440917	12.8543752544	54	
CNAG_00409T0	1	5.22414869082	13.1973951974	56	
CNAG_00409T0	2	5.07236467236	13.412345679	50	
CNAG_03448T0	0	6.8660968661	13.9185999186	52	
CNAG_03448T0	1	6.2208655542	12.1307827974	54	
CNAG_03448T0	2	6.51325464659	13.6194817528	60	
CNAG_03445T0	0	6.1397368064	12.731352598	57	
CNAG_03445T0	1	6.51325464659	13.377343644	54	
CNAG_03444T0	0	5.36453669787	13.5989146656	55	
CNAG_03444T0	1	6.06886446886	10.8543752544	61	
CNAG_03444T0	2	5.40675620676	10.9725681726	52	
CNAG_03444T0	3	4.59758513092	12.6265092932	69	
CNAG_03447T0	0	6.32380952381	13.3980192647	62	
CNAG_03447T0	1	7.15143128476	13.6418396418	55	
CNAG_03447T0	2	6.94071360738	13.4174467508	54	
CNAG_03447T0	3	4.88975715642	13.5800841134	55	
CNAG_05155T0	0	5.97004477004	10.4927960928	60	
CNAG_05155T0	1	4.59758513092	13.2023877357	52	
CNAG_05155T0	2	5.34250440917	10.4358703025	49	
CNAG_05155T0	3	5.80371727038	11.539329806	52	
CNAG_05154T0	0	5.34250440917	12.6317731651	57	
CNAG_05154T0	1	5.46975986976	11.6787410121	112	
CNAG_05154T0	2	5.55045448379	10.9089675756	52	
CNAG_05154T0	3	5.01701261701	11.9190883191	54	
CNAG_05157T0	0	4.97088590422	12.7423687424	58	
CNAG_05156T0	0	7.25361552028	13.1615248949	82	
CNAG_05156T0	1	6.38306878307	13.0805589472	54	
CNAG_05156T0	2	6.65673585674	12.7318952652	59	
CNAG_05156T0	3	6.88975715642	8.2545651879	60	
CNAG_05156T0	4	4.93197666531	12.4111246778	63	
CNAG_05156T0	5	6.15265228599	12.5427757428	54	
CNAG_05151T0	0	6.74177180844	9.3918328585	46	
CNAG_05151T0	1	6.47754714421	11.1401980735	54	
CNAG_05151T0	2	5.34250440917	11.9102971103	38	
CNAG_05151T0	3	6.31018857686	9.78830552164	72	
CNAG_05150T0	0	5.55636955637	12.6054538055	50	
CNAG_05150T0	1	6.69564509565	11.2584995252	53	
CNAG_05150T0	2	5.82618369285	10.7259259259	51	
CNAG_05150T0	3	5.98941798942	12.6815900149	51	
CNAG_05153T0	0	5.55636955637	12.1676841677	66	
CNAG_05153T0	1	6.01226427893	12.3752543753	69	
CNAG_05153T0	2	5.84854158187	11.5507258174	50	
